hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
4315.0,3.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4315.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4315.0,5.0,,,,,
4315.0,6.0,,,,,
4315.0,7.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4315.0,8.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4316.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4316.0,2.0,,,,,
4316.0,3.0,,,,,
4316.0,4.0,,,,,
4317.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4317.0,2.0,,,,,
4317.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4317.0,4.0,,,,,
4317.0,6.0,,,,,
4318.0,1.0,no,,,,
4318.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4318.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4318.0,4.0,,,,,
4318.0,5.0,,,,,
4318.0,8.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4318.0,9.0,,,,,
4318.0,10.0,,,,,
4318.0,11.0,,,,,
4319.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4319.0,2.0,no,,,,
4319.0,3.0,,,,,
4319.0,4.0,,,,,
4320.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4320.0,2.0,,,,,
4320.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4320.0,4.0,,,,,
4321.0,1.0,no,,,,
4321.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4321.0,3.0,,,,,
4321.0,4.0,,,,,
4321.0,5.0,,,,,
4321.0,7.0,no,,,,
4321.0,8.0,,,,,
4322.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4322.0,2.0,,,,,
4322.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4322.0,4.0,,,,,
4323.0,1.0,no,,,,
4323.0,2.0,,,,,
4323.0,3.0,,,,,
4323.0,4.0,,,,,
4323.0,5.0,,,,,
4323.0,6.0,,,,,
4323.0,7.0,,,,,
4323.0,8.0,,,,,
4323.0,10.0,si, trabajadores no calificados, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4323.0,11.0,,,,,
4323.0,12.0,,,,,
4323.0,13.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como ayudante o trabajador familiar sin remuneracion,
4324.0,1.0,,,,,
4324.0,2.0,no,,,,
4324.0,3.0,,,,,
4324.0,4.0,,,,,
4324.0,5.0,,,,,
4324.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4324.0,7.0,,,,,
4324.0,8.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4325.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4325.0,2.0,,,,,
4325.0,3.0,,,,,
4325.0,4.0,,,,,
4326.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4326.0,2.0,,,,,
4326.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
4326.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4326.0,5.0,,,,,
4327.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4327.0,2.0,,,,,
4327.0,3.0,no,,,,
4327.0,4.0,no,,,,
4327.0,5.0,no,,,,
4327.0,6.0,no,,,,
4327.0,7.0,,,,,
4327.0,8.0,,,,,
4327.0,9.0,,,,,
4327.0,10.0,,,,,
4328.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
4328.0,2.0,,,,,
4329.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
4329.0,2.0,,,,,
4329.0,3.0,no,,,,
4329.0,4.0,no,,,,
4329.0,5.0,,,,,
4330.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4330.0,2.0,no,,,,
4330.0,3.0,,,,,
4330.0,4.0,,,,,
4330.0,6.0,no,,,,
4330.0,7.0,,,,,
4331.0,1.0,no,,,,
4332.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4332.0,2.0,,,,,
4332.0,3.0,no,,,,
4332.0,4.0,,,,,
4332.0,5.0,,,,,
4332.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4332.0,7.0,,,,,
4332.0,8.0,,,,,
4332.0,9.0,,,,,
4332.0,12.0,,,,,
4332.0,13.0,,,,,
4333.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4333.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
4333.0,3.0,no,,,,
4333.0,4.0,no,,,,
4333.0,5.0,no,,,,
4333.0,6.0,,,,,
4333.0,7.0,,,,,
4334.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4334.0,2.0,,,,,
4334.0,3.0,,,,,
4334.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4334.0,8.0,,,,,
4334.0,10.0,,,,,
4335.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4335.0,2.0,,,,,
4335.0,3.0,,,,,
4335.0,4.0,,,,,
4335.0,5.0,,,,,
4335.0,6.0,,,,,
4336.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4336.0,2.0,,,,,
4336.0,3.0,no,,,,
4336.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4336.0,5.0,no,,,,
4336.0,6.0,no,,,,
4336.0,7.0,,,,,
4336.0,8.0,no,,,,
4336.0,9.0,,,,,
4337.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4337.0,2.0,,,,,
4337.0,3.0,,,,,
4337.0,4.0,,,,,
4337.0,5.0,,,,,
4338.0,1.0,,,,,
4338.0,2.0,no,,,,
4338.0,3.0,no,,,,
4338.0,4.0,no,,,,
4338.0,5.0,no,,,,
4339.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4339.0,2.0,,,,,
4339.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4339.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4339.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4339.0,6.0,,,,,
4340.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4340.0,2.0,,,,,
4340.0,3.0,,,,,
4340.0,4.0,,,,,
4341.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4341.0,2.0,,,,,
4341.0,3.0,,,,,
4341.0,4.0,,,,,
4341.0,6.0,,,,,
4341.0,7.0,,,,,
4341.0,8.0,,,,,
4342.0,1.0,no,,,,
4342.0,2.0,,,,,
4342.0,3.0,,,,,
4342.0,4.0,,,,,
4342.0,7.0,no,,,,
4342.0,8.0,,,,,
4343.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4343.0,2.0,,,,,
4343.0,3.0,,,,,
4343.0,4.0,,,,,
4344.0,1.0,no,,,,
4344.0,2.0,,,,,
4344.0,3.0,no,,,,
4344.0,4.0,,,,,
4345.0,1.0,no,,,,
4345.0,2.0,,,,,
4345.0,3.0,,,,,
4345.0,4.0,,,,,
4345.0,5.0,,,,,
4345.0,6.0,,,,,
4345.0,8.0,,,,,
4346.0,1.0,no,,,,
4346.0,2.0,no,,,,
4346.0,3.0,,,,,
4347.0,1.0,,,,,
4347.0,2.0,,,,,
4347.0,3.0,,,,,
4347.0,5.0,no,,,,
4348.0,1.0,no,,,,
4348.0,2.0,no,,,,
4349.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4349.0,2.0,no,,,,
4349.0,3.0,,,,,
4349.0,4.0,,,,,
4349.0,5.0,,,,,
4349.0,6.0,,,,,
4349.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4349.0,8.0,,,,,
4349.0,10.0,,,,,
4349.0,11.0,,,,,
4350.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4350.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4351.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4351.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,trabajador por su cuenta o en su finca,
4351.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4352.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4353.0,1.0,no,,,,
4354.0,1.0,,,,,
4354.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4354.0,3.0,no,,,,
4354.0,4.0,no,,,,
4354.0,5.0,,,,,
4355.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,trabajador por su cuenta o en su finca,
4355.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4355.0,3.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,si
4355.0,4.0,,,,,
4355.0,5.0,,,,,
4355.0,6.0,,,,,
4355.0,7.0,,,,,
4355.0,8.0,,,,,
4355.0,9.0,no,,,,
4356.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4356.0,2.0,,,,,
4356.0,3.0,,,,,
4356.0,6.0,,,,,
4356.0,7.0,no,,,,
4356.0,8.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4356.0,9.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
4357.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4357.0,2.0,no,,,,
4357.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4358.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4358.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4358.0,3.0,si," profesionales, cientificos  e  intelectuales", organizaciones extraterritoriales,como empleado u obrero de una empresa privada,
4358.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4358.0,5.0,no,,,,
4358.0,6.0,,,,,
4358.0,7.0,no,,,,
4358.0,8.0,,,,,
4359.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4359.0,2.0,no,,,,
4359.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
4359.0,4.0,,,,,
4360.0,1.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
4360.0,2.0,,,,,si
4360.0,3.0,,,,,
4361.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4361.0,2.0,no,,,,
4361.0,3.0,no,,,,
4361.0,4.0,no,,,,
4361.0,5.0,,,,,
4362.0,1.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,
4362.0,2.0,,,,,
4362.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4362.0,4.0,no,,,,
4362.0,5.0,,,,,
4362.0,6.0,,,,,
4363.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4363.0,2.0,,,,,
4363.0,3.0,,,,,
4363.0,4.0,,,,,
4364.0,1.0,no,,,,
4364.0,2.0,no,,,,
4364.0,3.0,no,,,,
4364.0,4.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
4364.0,5.0,,,,,
4365.0,1.0,no,,,,
4365.0,2.0,,,,,
4365.0,3.0,,,,,
4365.0,4.0,no,,,,
4365.0,6.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado de gobierno,
4365.0,7.0,,,,,
4365.0,8.0,,,,,
4365.0,10.0,,,,,
4365.0,11.0,,,,,
4366.0,1.0,no,,,,
4366.0,2.0,,,,,
4366.0,3.0,no,,,,
4366.0,4.0,no,,,,
4367.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4367.0,2.0,,,,,
4367.0,3.0,,,,,
4367.0,4.0,,,,,
4368.0,1.0,no,,,,
4369.0,1.0,no,,,,
4369.0,2.0,si, empleados de oficina, administracion publica y defensa,como empleado de gobierno,
4369.0,3.0,,,,,
4369.0,4.0,,,,,
4370.0,1.0,no,,,,
4370.0,2.0,,,,,
4371.0,1.0,no,,,,
4371.0,2.0,,,,,
4371.0,3.0,no,,,,
4371.0,4.0,no,,,,
4371.0,5.0,no,,,,
4371.0,6.0,,,,,
4372.0,1.0,no,,,,
4372.0,2.0,no,,,,
4372.0,3.0,,,,,
4372.0,4.0,,,,,
4372.0,5.0,,,,,
4373.0,1.0,no,,,,
4373.0,2.0,,,,,
4373.0,3.0,,,,,
4373.0,4.0,,,,,
4373.0,5.0,,,,,
4374.0,1.0,no,,,,
4374.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4374.0,3.0,,,,,
4374.0,4.0,,,,,
4375.0,1.0,no,,,,
4375.0,2.0,no,,,,
4375.0,3.0,,,,,
4376.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4376.0,2.0,,,,,
4376.0,3.0,,,,,
4376.0,4.0,no,,,,
4376.0,5.0,,,,,
4377.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4377.0,2.0,,,,,
4377.0,3.0,no,,,,
4377.0,4.0,,,,,
4377.0,5.0,,,,,
4377.0,6.0,,,,,
4377.0,7.0,,,,,
4377.0,9.0,,,,,
4378.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4378.0,2.0,,,,,
4378.0,3.0,,,,,
4379.0,1.0,no,,,,no
4379.0,2.0,,,,,no
4379.0,3.0,,,,,
4380.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4380.0,2.0,,,,,
4380.0,3.0,,,,,
4381.0,1.0,no,,,,
4381.0,2.0,no,,,,
4381.0,3.0,,,,,si
4382.0,1.0,,,,,
4382.0,2.0,no,,,,
4382.0,3.0,no,,,,
4382.0,4.0,,,,,
4383.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4383.0,2.0,,,,,
4383.0,3.0,,,,,
4383.0,4.0,,,,,
4383.0,5.0,,,,,
4384.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,
4384.0,2.0,,,,,
4385.0,1.0,no,,,,
4385.0,2.0,,,,,
4385.0,3.0,,,,,
4385.0,4.0,,,,,
4386.0,1.0,no,,,,
4386.0,2.0,no,,,,
4386.0,3.0,,,,,
4386.0,4.0,no,,,,
4386.0,5.0,,,,,
4386.0,7.0,,,,,
4387.0,1.0,no,,,,
4387.0,2.0,no,,,,
4387.0,3.0,,,,,
4388.0,1.0,no,,,,
4388.0,2.0,no,,,,
4389.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4389.0,2.0,no,,,,
4389.0,3.0,,,,,
4390.0,1.0,no,,,,
4390.0,2.0,no,,,,
4390.0,3.0,,,,,
4390.0,4.0,,,,,
4390.0,5.0,,,,,
4391.0,1.0,si, trabajadores no calificados," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
4391.0,2.0,no,,,,
4391.0,5.0,no,,,,
4391.0,6.0,no,,,,
4391.0,7.0,no,,,,
4391.0,8.0,no,,,,
4391.0,9.0,,,,,
4391.0,10.0,,,,,
4392.0,1.0,no,,,,
4392.0,2.0,,,,,
4392.0,3.0,no,,,,
4392.0,4.0,no,,,,
4392.0,5.0,,,,,
4393.0,1.0,no,,,,
4394.0,1.0,no,,,,
4394.0,2.0,no,,,,
4394.0,3.0,no,,,,
4394.0,4.0,,,,,
4394.0,7.0,,,,,
4395.0,1.0,no,,,,
4395.0,2.0,no,,,,
4395.0,3.0,no,,,,
4395.0,4.0,no,,,,
4396.0,1.0,no,,,,
4396.0,2.0,no,,,,
4396.0,3.0,no,,,,
4396.0,4.0,no,,,,
4397.0,1.0,no,,,,
4397.0,2.0,,,,,
4397.0,3.0,,,,,
4397.0,4.0,,,,,
4398.0,1.0,,,,,
4398.0,2.0,,,,,
4398.0,3.0,,,,,
4398.0,4.0,no,,,,
4398.0,5.0,,,,,
4399.0,1.0,no,,,,
4399.0,2.0,no,,,,
4399.0,3.0,,,,,
4399.0,6.0,no,,,,
4399.0,7.0,no,,,,
4400.0,1.0,no,,,,
4400.0,2.0,no,,,,
4400.0,3.0,,,,,
4400.0,4.0,,,,,
4401.0,1.0,,,,,
4401.0,2.0,,,,,
4401.0,3.0,,,,,
4401.0,4.0,no,,,,
4402.0,1.0,no,,,,
4402.0,2.0,,,,,
4402.0,3.0,,,,,
4402.0,4.0,,,,,
4403.0,1.0,no,,,,no
4403.0,2.0,,,,,
4404.0,1.0,no,,,,
4404.0,2.0,no,,,,
4404.0,3.0,,,,,
4404.0,5.0,,,,,
4405.0,1.0,no,,,,
4405.0,2.0,,,,,
4405.0,3.0,,,,,
4405.0,4.0,no,,,,
4405.0,5.0,,,,,
4405.0,6.0,,,,,
4406.0,1.0,no,,,,
4406.0,2.0,no,,,,
4406.0,3.0,,,,,
4407.0,1.0,no,,,,
4407.0,2.0,no,,,,
4407.0,3.0,,,,,
4407.0,4.0,,,,,
4407.0,5.0,,,,,
4408.0,1.0,no,,,,
4408.0,2.0,,,,,
4408.0,3.0,,,,,
4409.0,1.0,no,,,,
4409.0,2.0,,,,,
4409.0,3.0,,,,,
4409.0,4.0,no,,,,
4409.0,5.0,no,,,,
4410.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4410.0,2.0,,,,,
4410.0,3.0,,,,,
4410.0,4.0,,,,,
4411.0,1.0,no,,,,
4411.0,2.0,,,,,
4411.0,3.0,si, empleados de oficina, administracion publica y defensa,como empleado de gobierno,
4411.0,4.0,,,,,
4411.0,5.0,,,,,
4412.0,1.0,si, trabajadores no calificados, comercio,como dueÑo o patron de empresa o finca o como socio activo,
4412.0,2.0,no,,,,
4412.0,3.0,no,,,,
4412.0,4.0,no,,,,
4412.0,5.0,no,,,,
4412.0,6.0,,,,,
4412.0,7.0,,,,,
4413.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4413.0,2.0,no,,,,
4413.0,3.0,,,,,
4413.0,4.0,no,,,,
4413.0,5.0,no,,,,
4413.0,6.0,,,,,
4413.0,7.0,,,,,
4413.0,8.0,,,,,
4413.0,10.0,,,,,
4414.0,1.0,no,,,,
4414.0,2.0,,,,,
4414.0,3.0,,,,,
4414.0,4.0,,,,,
4414.0,5.0,,,,,
4415.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,
4415.0,2.0,,,,,
4415.0,3.0,,,,,
4415.0,4.0,,,,,
4415.0,5.0,,,,,
4415.0,6.0,,,,,
4416.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
4416.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como dueÑo o patron de empresa o finca o como socio activo,
4416.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
4416.0,4.0,no,,,,
4416.0,5.0,no,,,,
4416.0,6.0,no,,,,
4417.0,1.0,no,,,,
4417.0,2.0,,,,,
4417.0,3.0,no,,,,
4418.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4418.0,2.0,no,,,,
4418.0,3.0,no,,,,
4418.0,4.0,,,,,
4418.0,5.0,,,,,
4418.0,6.0,no,,,,
4418.0,7.0,,,,,
4419.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,
4419.0,2.0,,,,,
4419.0,3.0,,,,,
4419.0,4.0,,,,,
4419.0,5.0,,,,,
4419.0,6.0,,,,,
4420.0,1.0,,,,,
4420.0,2.0,,,,,
4420.0,3.0,no,,,,
4420.0,4.0,no,,,,
4420.0,5.0,no,,,,
4420.0,8.0,,,,,
4420.0,9.0,,,,,
4420.0,10.0,,,,,
4420.0,11.0,,,,,
4421.0,1.0,no,,,,
4421.0,2.0,no,,,,
4422.0,1.0,no,,,,
4422.0,2.0,no,,,,
4422.0,3.0,,,,,
4422.0,4.0,,,,,
4422.0,5.0,,,,,
4423.0,1.0,,,,,
4423.0,2.0,no,,,,
4423.0,3.0,,,,,
4423.0,4.0,,,,,
4423.0,5.0,,,,,
4423.0,6.0,,,,,
4423.0,7.0,no,,,,
4423.0,8.0,,,,,
4424.0,1.0,no,,,,
4424.0,2.0,no,,,,
4424.0,3.0,,,,,
4424.0,4.0,,,,,
4424.0,5.0,,,,,
4424.0,6.0,,,,,
4424.0,7.0,,,,,
4424.0,8.0,,,,,
4425.0,1.0,no,,,,
4425.0,2.0,,,,,
4426.0,1.0,no,,,,
4426.0,2.0,no,,,,
4426.0,3.0,si, trabajadores no calificados," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
4426.0,4.0,,,,,
4426.0,5.0,,,,,
4427.0,1.0,no,,,,
4427.0,2.0,no,,,,
4427.0,3.0,no,,,,
4427.0,4.0,,,,,
4428.0,1.0,no,,,,
4428.0,2.0,,,,,
4429.0,1.0,no,,,,
4429.0,2.0,,,,,
4429.0,3.0,,,,,
4430.0,1.0,no,,,,
4430.0,2.0,no,,,,
4430.0,3.0,,,,,
4430.0,4.0,,,,,
4430.0,5.0,,,,,
4430.0,6.0,,,,,
4431.0,1.0,no,,,,
4431.0,2.0,,,,,
4432.0,1.0,no,,,,
4432.0,2.0,,,,,
4432.0,3.0,,,,,
4432.0,4.0,,,,,
4432.0,5.0,,,,,
4432.0,6.0,,,,,
4432.0,7.0,,,,,
4432.0,8.0,,,,,
4433.0,1.0,no,,,,
4433.0,2.0,no,,,,
4433.0,3.0,no,,,,
4433.0,4.0,no,,,,
4433.0,5.0,no,,,,
4433.0,6.0,,,,,
4434.0,1.0,no,,,,
4434.0,2.0,no,,,,
4434.0,3.0,no,,,,
4435.0,1.0,no,,,,
4435.0,2.0,,,,,
4435.0,3.0,no,,,,
4435.0,4.0,,,,,
4435.0,5.0,no,,,,
4435.0,6.0,,,,,
4436.0,1.0,no,,,,
4436.0,2.0,,,,,
4436.0,3.0,no,,,,
4436.0,4.0,no,,,,
4437.0,1.0,no,,,,
4437.0,2.0,,,,,
4438.0,1.0,no,,,,
4438.0,2.0,,,,,
4438.0,3.0,no,,,,
4438.0,4.0,,,,,
4439.0,1.0,no,,,,
4439.0,2.0,,,,,
4439.0,3.0,,,,,
4439.0,4.0,,,,,
4440.0,1.0,no,,,,
4440.0,2.0,,,,,
4440.0,3.0,,,,,
4440.0,4.0,no,,,,
4440.0,5.0,,,,,
4440.0,6.0,,,,,
4440.0,7.0,,,,,
4441.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4441.0,2.0,,,,,
4441.0,3.0,,,,,
4441.0,4.0,,,,,
4441.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4442.0,1.0,no,,,,
4442.0,2.0,,,,,
4442.0,3.0,,,,,
4442.0,4.0,no,,,,
4443.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4443.0,2.0,,,,,
4443.0,3.0,,,,,
4443.0,4.0,,,,,
4443.0,5.0,,,,,
4443.0,6.0,,,,,
4444.0,1.0,no,,,,
4444.0,2.0,,,,,
4444.0,3.0,no,,,,
4444.0,4.0,,,,,
4445.0,1.0,no,,,,
4445.0,2.0,,,,,
4445.0,3.0,no,,,,
4445.0,4.0,no,,,,
4445.0,5.0,,,,,
4446.0,1.0,no,,,,
4446.0,2.0,,,,,
4446.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
4446.0,4.0,,,,,
4446.0,5.0,no,,,,
4446.0,6.0,,,,,
4446.0,7.0,,,,,
4447.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
4447.0,2.0,,,,,
4447.0,3.0,,,,,
4447.0,4.0,,,,,
4448.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4448.0,2.0,no,,,,
4448.0,4.0,,,,,
4448.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
