module,module description,variable_name,variable_description,variable_description_en,included,comments,leo comments,updated_v2,updated_v3
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06b1,mujer adulta del hogar,Adult women in the household,no,duplicated,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06b2,mujer adulta familiar,Adult female relative,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06b3,mujer adulta vecino/amigo,Neighbor/friend (female),no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06c1,niÑas del hogar,Girls in the household,no,duplicated,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06c2,niÑas  familiares,Girls among relatives,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06c3,niÑas vecinas/amigas,Neighbor/friend girls,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06d1,niÑos del hogar,Boys in the household,no,duplicated,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06d2,niÑos familiares,Boys among relatives,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06d3,niÑos vecinas/amigas,Neighbor/friend boys,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06e1,pago a personas del hogar,payment to household members,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06e2,pago a familiares,payment to family members,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c06e3,pago a vecinos/amigos,payment to neighbors/friends,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c07,valor del alquiler estimado,estimated rental value,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c08,pago mensual del alquiler,monthly rent payment,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c09,aÑos de habitar la vivienda,years of living in the house,no,The years of residence are not among the recommended variable categories in the guideline and cannot be reliably verified through observation or matching records.,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01c10,aÑos de const. de la vivienda,Year of housing construction / Age of dwelling,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d01,hizo mejoras ult. 12 meses,Made improvements in last 12 months,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02a,adiciono cuartos,Added rooms,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02b,construyo cercas/muros,Built fences/walls,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02c,construyo terraza,Built terrace,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02d,cambio de techo,roof change,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02e,cambio de piso/pared,floor/wall change,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02f,cambio de puertas/ventanas,changing doors/windows,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02g,instalo serv. sanitario,Installed sanitary service (toilet),no,,"drop, whether they installed it is unverifiable and we have info about the facility already",excluded,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02h,instalo deposito de agua,installed a water tank,no,,Drop ‚Äì whether they installed it is unverifiable,excluded,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02i,instalo aparatos seguridad,Installed security devices,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d02j,otras mejoras,other improvements,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03a,ahorros o recursos propios,Used savings or own resources,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03b,banrural,banrural,no,,"what is this? If it‚Äôs an urban/rural indicator, we want it, unless it‚Äôs duplicated. But it might be a bank-related thing in which case, yep, drop it.",This is a rural development bank in Guatemala,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03c,otro banco estatal,other state bank,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03d,bancos privados,private banks,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03e,cooperativas de credito,credit unions,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03f,foguavi,foguavi,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03g,ongs  bancos comunales,NGOs community banks,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03h,prestamistas/agiotistas,lenders/agiotistas,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03i,familiarios/amigos,Family/friends as source of financing,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03j,otros prestamos,other loans,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03k,donaciones/ayuda,donations/help,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03l,rifas / loterias,raffles/lotteries,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d03m,otras fuentes,other sources,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d04,colaboraron miembros hogar,Household members contributed labor,no,,,,
ECV01H01.DTA,Housing Characteristics and Housing Situation,p01d05,monto de las mejoras,Monetary value of improvements,no,,,,
ECV19N15.DTA,Business Detail,region,region politico administrativa,administrative political region,no,,,,
ECV19N15.DTA,Business Detail,area,area  urbana/rural,urban/rural area,no,,,,
ECV19N15.DTA,Business Detail,factor,factor de expansion,expansion factor,no,,,,
ECV19N15.DTA,Business Detail,hogar,numero de hogar,household number,yes,,this whole section: Can you make sure we only include it if the HH owns the business? In that case it would fall under ‚Äúenterprises owned‚Äù which we do want.,ok. well received,
ECV19N15.DTA,Business Detail,thogar,no. de personas en el hogar,No. of people in the home,no,,,,
ECV19N15.DTA,Business Detail,pobreza,clasificacion de pobreza,poverty classification,no,,,,
ECV19N15.DTA,Business Detail,caso, negocio no.,business no.,no,,,,
ECV19N15.DTA,Business Detail,p15b04,actividad del negocio,Business activity / sector,yes,not sure whether the details should be included,"Yep keep, but only if they own the business",,
ECV19N15.DTA,Business Detail,p15b05,cp del dueÑo,Owner ID code,no,,,,
ECV19N15.DTA,Business Detail,p15b06a,informo el dueÑo,Owner was respondent - Yes/No,no,,,,
ECV19N15.DTA,Business Detail,p15b06b,cp del informante,Informant ID code,no,,,,
ECV19N15.DTA,Business Detail,p15b07a,aÑos de existencia,years of existence,no,,,,
ECV19N15.DTA,Business Detail,p15b07b,meses de existencia,months of existence,no,,,,
ECV19N15.DTA,Business Detail,p15b08,porcentanje del hogar,household percentage,no,,,,
ECV19N15.DTA,Business Detail,p15b09,donde funciona,Location of business activity,no,,,,
ECV19N15.DTA,Business Detail,p15b10,cuantos meses funciono,how many months did it work,no,,,,
ECV19N15.DTA,Business Detail,p15b11,funciono mes pasado,Operated last month - Yes/No,no,,,,
ECV19N15.DTA,Business Detail,p15b12,razon no funciono,Reason not operating,no,,,,
ECV19N15.DTA,Business Detail,p15b13,ultimo mes funciono,Last month of operation,no,,,,
ECV19N15.DTA,Business Detail,p15c01,personas trabajan total,Total number of workers,no,,,,
ECV19N15.DTA,Business Detail,p15c02,trabajadores del hogar,Workers from household,no,,,,
ECV19N15.DTA,Business Detail,p15c03a1,cp-1,cp-1,no,,,,
ECV19N15.DTA,Business Detail,p15c03b1,hora-1,hour-1,no,,,,
ECV19N15.DTA,Business Detail,p15c03a2,cp-2,cp-2,no,,,,
ECV19N15.DTA,Business Detail,p15c03b2,hora-2,hour-2,no,,,,
ECV19N15.DTA,Business Detail,p15c03a3,cp-3,cp-3,no,,,,
ECV19N15.DTA,Business Detail,p15c03b3,hora-3,hour-3,no,,,,
ECV19N15.DTA,Business Detail,p15c03a4,cp-4,cp-4,no,,,,
ECV19N15.DTA,Business Detail,p15c03b4,hora-4,hour-4,no,,,,
ECV19N15.DTA,Business Detail,p15c03a5,cp-5,cp-5,no,,,,
ECV19N15.DTA,Business Detail,p15c03b5,hora-5,hour-5,no,,,,
ECV19N15.DTA,Business Detail,p15c04a,pago a miembros del hogar,payment to household members,no,,,,
ECV19N15.DTA,Business Detail,p15c04b,cuantas personas pago,Number of people paid,no,"not sure whether the details should be included. If it is the actual number of participants, it can be observed and verified, and used in some PMTS.",Drop ‚Äì not verifiable (not in the guide),excluded,
ECV19N15.DTA,Business Detail,p15c05,trabajadores no del hogar,Non-household workers,no,,,,
ECV19N15.DTA,Business Detail,p15c06a,pago a trab no del hogar,Payment of non-household people paid,no,,,,
ECV19N15.DTA,Business Detail,p15c06b,cuantas personas pago,Number of non-household people paid,no,,,,
ECV19N15.DTA,Business Detail,p15c07,total horas trab ult semana,total hours worked last week,no,,,,
ECV19N15.DTA,Business Detail,p15c08a,trab afiliados al igss,Workers affiliated with IGSS (social security),no,,,,
ECV19N15.DTA,Business Detail,p15c08b,numero de afiliados,Number of affiliates (to IGSS),no,,,,
ECV19N15.DTA,Business Detail,p15d01,pagan los clientes en especie,clients pay in kind,no,,,,
ECV19N15.DTA,Business Detail,p15d02,tomo del negocio para consumo,Took from business for own household consumption,no,,,,
ECV19N15.DTA,Business Detail,p15d03,problema de comercializacion,marketing problem,no,,,,
ECV19N15.DTA,Business Detail,p15d04,problema de operacion,operation problem,no,,,,
ECV19N15.DTA,Business Detail,p15e01,razon inicio el negocio,reason I started the business,no,,,,
ECV19N15.DTA,Business Detail,p15e02,fuente de financiamiento,financing source,no,,,,
ECV19N15.DTA,Business Detail,p15e03,proveedor principal,main supplier,no,,,,
ECV19N15.DTA,Business Detail,p15e04,planes para negocio,business plans,no,,,,
ECV19N15.DTA,Business Detail,p15e05,como continuara,how will it continue,no,,,,
ECV19N15.DTA,Business Detail,p15e06,necesaria la capacitacion,training necessary,no,,,,
ECV19N15.DTA,Business Detail,p15e07,area de capacitacion,training area,no,,,,
ECV19N15.DTA,Business Detail,p15f01a,"alquiler de equipo, local, ect","rental of equipment, premises, ect",no,,,,
ECV19N15.DTA,Business Detail,p15f02a,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03a,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04a,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01b,mantenimiento y reparaciones,maintenance and repairs,no,,,,
ECV19N15.DTA,Business Detail,p15f02b,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03b,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04b,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01c,transporte y combustible,transportation and fuel,no,,,,
ECV19N15.DTA,Business Detail,p15f02c,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03c,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04c,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01d,electricidad y agua,electricity and water,no,,,,
ECV19N15.DTA,Business Detail,p15f02d,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03d,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04d,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01e,"telefono, fax, internet, beeper","telephone, fax, internet, beeper",no,,,,
ECV19N15.DTA,Business Detail,p15f02e,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03e,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04e,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01f,publicidad,advertising,no,,,,
ECV19N15.DTA,Business Detail,p15f02f,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03f,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04f,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01g,cuota patronal al igss,employer fee to the igss,no,,,,
ECV19N15.DTA,Business Detail,p15f02g,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03g,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04g,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01h,impuestos,taxes,no,,,,
ECV19N15.DTA,Business Detail,p15f02h,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03h,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04h,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01i,"compra de equipo, locales, etc","purchase of equipment, premises, etc.",no,,,,
ECV19N15.DTA,Business Detail,p15f02i,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03i,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04i,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01j,compra materiales de oficina,buy office supplies,no,,,,
ECV19N15.DTA,Business Detail,p15f02j,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03j,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04j,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01k,"donaciones, patrocinios","donations, sponsorships",no,,,,
ECV19N15.DTA,Business Detail,p15f02k,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03k,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04k,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01l,pago de honorarios y otros,payment of fees and others,no,,,,
ECV19N15.DTA,Business Detail,p15f02l,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03l,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04l,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15f01m,otros gastos e inversiones,other expenses and investments,no,,,,
ECV19N15.DTA,Business Detail,p15f02m,frecuencia del gasto,spending frequency,no,,,,
ECV19N15.DTA,Business Detail,p15f03m,compartio el gasto,I shared the expense,no,,,,
ECV19N15.DTA,Business Detail,p15f04m,proporcion compartio,shared ratio,no,,,,
ECV19N15.DTA,Business Detail,p15g01a,bienes terminados no vendidos,unsold finished goods,no,,,,
ECV19N15.DTA,Business Detail,p15g02a,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03a,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04a,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01b,materias primas y materiales,raw materials and materials,no,,,,
ECV19N15.DTA,Business Detail,p15g02b,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03b,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04b,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01c,vehiculos,vehicles,no,,,,
ECV19N15.DTA,Business Detail,p15g02c,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03c,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04c,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01d,mobiliario,furniture,no,,,,
ECV19N15.DTA,Business Detail,p15g02d,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03d,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04d,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01e,"maquinas, equipos y herramientas","machines, equipment and tools",no,,,,
ECV19N15.DTA,Business Detail,p15g02e,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03e,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04e,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01f,locales y terrenos,premises and land,no,,,,
ECV19N15.DTA,Business Detail,p15g02f,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03f,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04f,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01g,equipos de oficina,office equipment,no,,,,
ECV19N15.DTA,Business Detail,p15g02g,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03g,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04g,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01h,otros bienes durables,other durable goods,no,,,,
ECV19N15.DTA,Business Detail,p15g02h,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03h,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04h,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01i, otros,others,no,,,,
ECV19N15.DTA,Business Detail,p15g02i,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03i,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04i,bienes compartidos,shared assets,no,,,,
ECV19N15.DTA,Business Detail,p15g01j, otros,others,no,,,,
ECV19N15.DTA,Business Detail,p15g02j,regimen de tenencia,tenure regime,no,,,,
ECV19N15.DTA,Business Detail,p15g03j,valor de venta,sale value,no,,,,
ECV19N15.DTA,Business Detail,p15g04j,bienes compartidos,shared assets,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,region,,administrative political region,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,depto,,department,yes,"These variables describe general characteristics of the sector, not the specific location of each household. Since they are linked by region, municipality sector number, they may approximate community conditions but may lack household-level precision.",Great!,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,mupio,,municipality,yes,co-primary key,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,sector,,sector number,yes,co-primary key,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,boleta,numero de boleta,ticket number,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02bci,Item,Item number,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b01,Tipo de Infraestuctura comunal,Type of communal infrastructure,yes,,,,"After checking the questionnaire, I found 25 facilitates (School: 1. Preschool, 2. Primary, 3. Secondary. Health: 4. Health center, 5. Public hospital, 6. Private hospital, 7. Private clinic, 8. Natural healer, 9. Traditional midwife, and 10. Pharmacy. Communications: . Public/communal telephone, 12. Mail, and 13. Bus stop. Lastly, the “Other Locations” section contains twelve variables: 14. Bank, 15. Cooperative, 16. Police post, 17. Civil registry, 18. Market, 19. Church, 20. Community room, 21. Recreation parks, 22. Firehouse, 23. Place to collect firewood, 24. Place to collect water, and 25. Work site)

Question: Should all these variables be remained? "
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b02a,Distancia,Distance,yes,,We want this: distance to infrastructure is in the guide.,remained,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b02b,Unidad de Medida,Unit of Measurement,yes,,We want this: distance to infrastructure is in the guide.,remained,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03a,A pie,Walking,no,,why do you include these? Not clear on what they are.,"I checked the question in the questionaire: ""What means of transport do you principally use"" do you think if they can be verified? if not then we can drop them",excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03b,"Bestia, Caballo","Beast, Horse",no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03c,"Lancha, Cayuco","Boat, Cayuco",no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03d,Bicicleta,Bicycle,no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03e,"Carro, Camioneta particular","Car, Private van",no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03f,Motocicleta,Motorcycle,no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03g,Camion,Truck,no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03h,Ambulancia,Ambulance,no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03i,"Bus, Camioneta Pública, Taxi","Bus, Public Van, Taxi",no,,,,excluded. Access should only be based on availability (distance to facility).
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03j,Otro Público,Other Public,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b03k,Otro,Other,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b04,Que medio de transporte usa,What means of transportation used,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b05a,1ra. Razon de Usarlo,1st. Reason to use it,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b05b,2da. Razon de Usarlo,2nd. Reason to use it,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b06,Costo del Viaje (Solo ida),Trip Cost (One way),no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b07a,Horas,Hours,no,,,,
ECOM03.DTA,captures the presence and community use of transport-related infrastructure within each sector,c02b07b,Minutos,Minutes,no,,,,
AUTOID1.DTA,person discription,hogar,hogar numero,home number,no,duplicated,,,
AUTOID1.DTA,person discription,caso,persona no.,person no.,no,,,,
AUTOID1.DTA,person discription,autoiden,autoidentificacion,self-identification,no,,,,
AUTOID1.DTA,person discription,getnico,,indigenous group or not,no,,,,
ECV11P10.DTA,Economic Activities.,region,region politico administrativa,administrative political region,no,,,,
ECV11P10.DTA,Economic Activities.,area,area  urbana/rural,urban/rural area,no,,,,
ECV11P10.DTA,Economic Activities.,factor,factor de expansion,expansion factor,no,,,,
ECV11P10.DTA,Economic Activities.,hogar,numero de hogar,household number,yes,,,,
ECV11P10.DTA,Economic Activities.,thogar,no. de personas en el hogar,No. of people in the home,no,,"maybe. But we can get this info by aggregating across the individual module. Please compare and make sure they match ‚Äì if they often don‚Äôt match, something is wrong.",ok. received,
ECV11P10.DTA,Economic Activities.,pobreza,clasificacion de pobreza,poverty classification,no,,,,
ECV11P10.DTA,Economic Activities.,caso,persona no.,person no.,yes,,,,included to filter head of household
ECV11P10.DTA,Economic Activities.,sexo, sexo del informante,sex of the informant,no,,,,
ECV11P10.DTA,Economic Activities.,edad, edad del informante,age of informant,no,,,,
ECV11P10.DTA,Economic Activities.,p10acp,cp informante,person code,no,,,,
ECV11P10.DTA,Economic Activities.,p10a01,trabajo sem pasada s/n,Worked last week y/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10a02,otras act sem pasada s/n,Other activities last week y/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10a03,tiene trabajo s/n,has a job y/n,no,,,,duplicated
ECV11P10.DTA,Economic Activities.,p10a04,busco trabajo s/n,I'm looking for a job y/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10a05,semanas busca trabajo,weeks looking for work,no,,,,
ECV11P10.DTA,Economic Activities.,p10a06,trabajo antes s/n,work before y/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10a07,razon dejo ultimo trabajo,reason I left my last job,no,,,,
ECV11P10.DTA,Economic Activities.,p10a08,semanas sin trabajo,weeks without work,no,,,,
ECV11P10.DTA,Economic Activities.,p10a09,razon no busco trabajo,reason I'm not looking for a job,no,,,,
ECV11P10.DTA,Economic Activities.,p10a10,ult. 12 meses trab/ayudo s/n,Worked/helped in last 12 months,no,,,,
ECV11P10.DTA,Economic Activities.,p10b01,1er trab - ocupacion,1st job - occupation,no,It usually lacks current predictive power and is unverifiable. It is not recommended as an input for PMT,What‚Äôs the relationship between this and ‚ÄúWorked in the last 12 months - Occupation code‚Äù?  ,"Many  respondents did not work in the past year. However, most have valid data in the ""1st job – occupation"" field (their first-ever job). Please advise which to retain.",
ECV11P10.DTA,Economic Activities.,p10b02,1er trab - rama actividad,1st job - activity branch,no,,,,
ECV11P10.DTA,Economic Activities.,p10b03,1er trab - anos,1st job - years,no,,,,
ECV11P10.DTA,Economic Activities.,p10b04,1er trab - meses ult 12/m,1st job - last months 12/m,no,,,,
ECV11P10.DTA,Economic Activities.,p10b05,1er trab - dias al mes,1st job - days per month,no,,,,
ECV11P10.DTA,Economic Activities.,p10b06,1er trab - dias por semana,1st job - days per week,no,,,,
ECV11P10.DTA,Economic Activities.,p10b07,1er trab - hora por semana,1st job - hour per week,no,,,,
ECV11P10.DTA,Economic Activities.,p10b08,1er trab - horas al dia,1st job - hours per day,no,,,,
ECV11P10.DTA,Economic Activities.,p10b09a,1er trab - de  am/pm,1st job - am/pm,no,,,,
ECV11P10.DTA,Economic Activities.,p10b09b,1er trab - de hora,1st job - hourly,no,,,,
ECV11P10.DTA,Economic Activities.,p10b09c,1er trab - a  am/pm,1st job - at am/pm,no,,,,
ECV11P10.DTA,Economic Activities.,p10b09d,1er trab - a  hora,1st job - on time,no,,,,
ECV11P10.DTA,Economic Activities.,p10b10a,1er trab - desea trab mas s/n,1st job - want more job y/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10b10b,1er trab - cuantas horas mas,1st job - how many more hours,no,,,,
ECV11P10.DTA,Economic Activities.,p10b11,1er trab - razon no mas horas,1st job - reason no more hours,no,,,,
ECV11P10.DTA,Economic Activities.,p10b12,1er trab - tamano empresa,1st job - company size,no,,,,
ECV11P10.DTA,Economic Activities.,p10b13a,1er trab - cuotaigs,1st job - quotaigs,no,,,,
ECV11P10.DTA,Economic Activities.,p10b13b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b14,1er trab - cat-ocup,1st job - cat-occup,no,,,,
ECV11P10.DTA,Economic Activities.,p10b15a,1er trab - ingreso,1st job - income,no,,,,
ECV11P10.DTA,Economic Activities.,p10b15b,1er trab - frecuenc,1st job - frequency,no,,,,
ECV11P10.DTA,Economic Activities.,p10b15c,1er trab - veces,1st job - times,no,,,,
ECV11P10.DTA,Economic Activities.,p10b16,1er trab - nombram,1st job - name,no,,,,
ECV11P10.DTA,Economic Activities.,p10b17,1er trab - permanent,1st job - permanent,no,,,,
ECV11P10.DTA,Economic Activities.,p10b18a,1er trab - hay-sind,1st job - hay-sind,no,,,,
ECV11P10.DTA,Economic Activities.,p10b18b,1er trab - es-miem,1st job - es-member,no,,,,
ECV11P10.DTA,Economic Activities.,p10b19,1er trab - pacto,1st job - pact,no,,,,
ECV11P10.DTA,Economic Activities.,p10b20a,1er trab - bono-14,1st job - bonus-14,no,,,,
ECV11P10.DTA,Economic Activities.,p10b20b,1er trab - b14-quet,1st job - b14-quet,no,,,,
ECV11P10.DTA,Economic Activities.,p10b21a,1er trab - propinas,1st job - tips,no,,,,
ECV11P10.DTA,Economic Activities.,p10b21b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b22,1er trab - salariobr,1st job - salarybr,no,,,,
